cod_articulo|cod_uni_med|cod_marca|des_articulo|des_uni_med|num_precio|des_tipo|des_modelo|fla_estado|cod_articulo_aux|fla_reg_lote|cod_catalogo
01007|002|000|ARRANCADOR PARA LAMPARA FLUORESCENTE DE 65W||.00000|A||A|034070280|N|01
01008|002|000|EQUIPO COMPLETO DE LUMINARIA 1X40W A/F TIPO BRAQUETE||7.50320|A||A|034070290|N|01
01009|002|000|FOCO PARA LAMPARA DE UNIDAD ODONTOLOGICA 12V/55W||5.48240|A||A|034070300|N|01
01010|002|000|EQUIPO COMPLETO DE LUMINARIA 2X40W A/F TIPO BRAQUETE||20.18910|A||A|034070310|N|01
01011|002|000|EQUIPO COMPLETO DE LUMINARIA 2X40W B/F TIPO BRAQUETE||12.87170|A||A|034070320|N|01
01012|002|000|EQUIPO COMPLETO DE LUMINARIA TIPO FANAL CON DIFUSOR DE POLICARBONATO||8.61220|A||A|034070340|N|01
01013|002|000|LAMPARA TIPO PL 12V SOCKET 11 W||13.00000|A||A|034070360|N|01
01014|002|000|LAMPARA TIPO TL 20W 24V ||14.38000|A||A|034070370|N|01
01015|002|000|LAMPARA TIPO TL 8W 12V ||11.04000|A||A|034070380|N|01
01016|002|000|LINTERNA IMANTADA POR 2 PILAS||14.00000|A||A|034070390|N|01
01017|002|000|TABLERO ELECTRICO DE DISTRIBUCION DE 2 CIRCUITOS||5.87270|A||A|034090010|N|01
01018|002|000|CAJA DE PASE DE FºGº DE 4"X4"X4" LIVIANA C/TAPA||.00000|A||A|034090020|N|01
01019|002|000|CAJA DE PASE DE FºGº DE 8"X8"X6" LIVIANA C/TAPA||.00000|A||A|034090030|N|01
01020|002|000|CAJA DE MADERA PARA TERMICO 15 X 10 CM||6.80000|A||A|034090040|N|01
01021|002|000|CAJA DE PASE DE PVC PLEXO DE 105MMX105MMX55MM||.00000|A||A|034090050|N|01
01022|002|000|CAJA OCTOGONAL DE FºGº EMPOTRABLE LIVIANA||.25040|A||A|034090070|N|01
01023|002|000|CAJA OCTOGONAL DE FºGº EMPOTRABLE PESADA P/TUBO 3/4"||1.03440|A||A|034090080|N|01
01024|002|000|CAJA OCTOGONAL DE PVC EMPOTRABLE||.34480|A||A|034090090|N|01
01025|002|000|CAJA PORTA APARATOS (MAGIC W11121 TICINO)||2.27450|A||A|034090100|N|01
01026|002|000|CAJA RECEPTORA PVC DE 4" X 15 CM||.00000|A||A|034090110|N|01
01027|002|000|CAJA RECEPTORA PVC DE 6" X 20 CM||.00000|A||A|034090120|N|01
01028|002|000|CAJA RECTANGULAR DE FºGº EMPOTRABLE LIVIANA||.25040|A||A|034090130|N|01
01029|002|000|CAJA RECTANGULAR DE FºGº EMPOTRABLE PESADA P/TUBO 3/4"||1.03440|A||A|034090140|N|01
01030|002|000|CINTA DE SEÑALIZACION AMARILLA 2" X 36 YARDAS||.00000|A||A|034090160|N|01
01031|002|000|EMPALME UNIPOLAR 3M-0, 6-35MM²||2.66530|A||A|034090170|N|01
01032|002|000|EMPALME UNIPOLAR 3M1, 35-70MM2||.00000|A||A|034090180|N|01
01033|002|000|MEDIDOR DE ENERGIA ELECTROMECANICO, 4 HILOS, 380V/220V / 10-60A||.00000|A||A|034090190|N|01
01034|002|000|PARARRAYOS TETRAPUNTAL TIPO FRANKLIN|UND|.00000|A||A|034090200|N|01
01035|002|000|PERNO PARTIDO DE 50MM²||.00000|A||A|034090210|N|01
01036|002|000|PERNO PARTIDO N°02AWG (35MM2)||.00000|A||A|034090220|N|01
01037|002|000|PERNO PARTIDO N°08AWG (10MM2)||.00000|A||A|034090230|N|01
01038|002|000|PERNO PARTIDO N°10AWG (6MM2)||.00000|A||A|034090240|N|01
01039|002|000|PLACA SOPORTE 1 HUECO (P/INTERRUPTOR O TOMACORRIENTE)||.00000|A||A|034090250|N|01
01040|002|000|PLACA SOPORTE 2 HUECOS (P/INTERRUPTOR O TOMACORRIENTE)||.00000|A||A|034090260|N|01
01041|002|000|PLACA SOPORTE 3 HUECOS (P/INTERRUPTOR O TOMACORRIENTE)||.00000|A||A|034090270|N|01
01042|002|000|TABLERO CONTROL DE ELECTROBOMBA 0.5HP/220V/MONOF. /CONTROL MANUAL Y AUTOMATICO||.00000|A||A|034090280|N|01
01043|002|000|TABLERO CONTROL DE ELECTROBOMBA 0.75HP/220V/MONOF. /CONTROL MANUAL Y AUTOMATICO||.00000|A||A|034090290|N|01
01044|002|000|TABLERO CONTROL DE ELECTROBOMBA 1.5HP/220V/MONOF. /CONTROL MANUAL Y AUTOMATICO||.00000|A||A|034090300|N|01
01045|002|000|TABLERO CONTROL DE ELECTROBOMBA 1HP/220V/MONOF. /CONTROL MANUAL Y AUTOMATICO||.00000|A||A|034090310|N|01
01046|002|000|TABLERO CONTROL DE ELECTROBOMBA 2HP/220V/MONOF. /CONTROL MANUAL Y AUTOMATICO||.00000|A||A|034090320|N|01
01047|002|000|TABLERO DE DISTRIBUCION P/ EMPOTRAR C /4 INTERRUPTORES TERMOMAGNETICOS SIEMENS 1(2X40A),1(2X10A),1(2||.00000|A||A|034090330|N|01
01048|002|000|TABLERO DE MADERA PARA CUCHILLA||8.78230|A||A|034090340|N|01
01049|002|000|TAB.ELECT.EMP.3F,20POL,380/220V,1-3X100,1-3X30,7-2X30A,1R,BN Y BT||.00000|A||A|034090350|N|01
01050|002|000|TABLERO ELECTRICO DE DISTRIBUCION DE 4 CIRCUITOS||57.99020|A||A|034090360|N|01
01051|002|000|TABLERO ELECT METAL EMPOTRABLE,12 POL,220V RIEL DIN|UND|40.00000|A||A|034090370|N|01
01052|002|000|TABLERO ELECTRICO MONOFASICO DE 11 POLOS EQ/1-2X40A, 2-2X15A, 1-2X20A, 1R||.00000|A||A|034090380|N|01
01053|002|000|TABLERO ELECTRICO MONOFASICO DE 13 POLOS EQ/1-2X40A, 2-2X15A, 1-2X20A, 1-2X30A, 1R||.00000|A||A|034090390|N|01
01054|002|000|TABLERO ELECTRICO MONOFASICO DE 8 POLOS EQ/1-2X30A, 1-2X15A, 1-2X20A, 1R||13.58950|A||A|034090400|N|01
01055|002|000|TABLERO ELECTRICO PARA ADOSAR EQ/01 INT. 2X60A||.00000|A||A|034090410|N|01
01056|002|000|TABLERO ELECTRICO:ADO,MONO,R/DIN,4POL,BLT,10KA,220V||.00000|A||A|034090420|N|01
01057|002|000|TABLERO PARA TRANSFERENCIA.MANUAL 380V/220V 60AMP||.00000|A||A|034090430|N|01
01058|002|000|TAPA CIEGA DE PVC PARA CAJA OCTOGONAL||.00000|A||A|034090440|N|01
01059|002|000|TAPA CIEGA DE PVC RECTANGULAR||.00000|A||A|034090450|N|01
01060|002|000|MESCLADORA DE AGUA PARA LAVATORIO DE 4"                                                             ||.00000|A||A|034090460|N|01
01061|002|000|CAJA DE PASE DE FºGº DE 8"X8"X4" LIVIANA||.00000|A||A|034090470|N|01
01062|002|000|CAJA DE PASE DE FºGº DE 8"X10"X4"  LIVIANA C/TAPA||.00000|A||A|034090480|N|01
01063|002|000|TABLERO ELECT.EMP.3F,18 POL,380/220V,1-3X80A,1-3X30A,2-3X30A,5-1X30,1R,BN Y BT|UND|.00000|A||A|034090500|N|01
01064|002|000|TABLERO ELECT.EMP.3F,18 POL,380/220V,1-3X100A,1-3X30A,4-2X30A,1-1X30,1-1X15A,1R,BN Y BT|UND|.00000|A||A|034090510|N|01
01065|002|000|TABLERO ELECT.EMP.3F,18 POL,380/220V,1-3X100A,1-3X30A,4-2X30A,4-1X30,BN Y BT|UND|.00000|A||A|034090520|N|01
01066|002|000|TABLERO ELECT.EMP.3F,18 POL,380/220V,1-3X80A,2-3X30A,2-2X30A,5-1X30,1R,BN Y BT|UND|.00000|A||A|034090530|N|01
01067|002|000|CAJA GALVANIZADA DE LUZ DE 4"X4" PESADO||.00000|A||A|034090550|N|01
01068|002|000|CAJA RECTANGULAR DE PVC EMPOTRABLE||.50000|A||A|034090560|N|01
01069|002|000|CAJA OCTOGONAL DE FºGº EMPOTRABLE PESADA P/TUBO 1/2"||1.60730|A||A|034090570|N|01
01070|002|000|CAJA RECTANGULAR DE FºGº EMPOTRABLE PESADA P/TUBO 1/2"||1.54550|A||A|034090580|N|01
01071|002|000|CAJA DE PASE DE FºGº DE 6"X6"X3" LIVIANA C/TAPA||3.28630|A||A|034090590|N|01
01072|002|000|CINTILLO DE 200MM X 3.6MM (BOLSA X 100UND)||2.19090|A||A|034090610|N|01
01073|002|000|CAJA DE PASE DE FºGº DE 10"X10"X6" LIVIANA C/TAPA|UND|2.51000|A||A|034090620|N|01
01074|002|000|CINTILLO DE SEGURIDAD X 100UND||2.25000|A||A|034090630|N|01
01075|002|000|REGULADOR DE CARGA PHOCOS 10A 12/24V||58.00000|A||A|034090640|N|01
01076|002|000|REGULADOR DE CARGA PHOCOS 20A 12/24V||60.00000|A||A|034090650|N|01
01077|002|000|REGULADOR DE CARGA PHOCOS 30A 12/24V||118.68000|A||A|034090660|N|01
01078|002|000|CAJA PLASTICO PARA TERMOMAGNETICOS||5.00000|A||A|034090670|N|01
01079|002|000|CONECTOR DE BRONCE TIPO AB DE 1"||.00000|A||A|034100010|N|01
01080|002|000|CONECTOR DE BRONCE TIPO AB DE 3/4"||3.75920|A||A|034100020|N|01
01081|002|000|CONECTOR DE BRONCE TIPO AB DE 5/8"||2.00000|A||A|034100030|N|01
01082|002|000|PARARRAYOS IONIZANTE PDC MODELO THOR||.00000|A||A|034100040|N|01
01083|002|000|THORGEL X 5KG PARA POZO DE TIERRA||.00000|A||A|034100050|N|01
01084|002|000|VARILLA DE COBRE DE Ø5/8"X2.40M||.00000|A||A|034100080|N|01
01085|002|000|TESTER LAN                                                                                          ||28.12370|A||A|034100090|N|01
01086|002|000|INVERSOR ONDA SENOIDAL MODIFICADA 300W 12V/230VAC||400.00000|A||A|034100100|N|01
01087|002|000|INVERSOR ONDA SENOIDAL MODIFICADA 600W 12V/230VAC||600.00000|A||A|034100110|N|01
01088|002|000|INVERSOR ONDA SENOIDAL PURA 1000W 12V/230VAC||1631.00000|A||A|034100120|N|01
01089|002|000|INVERSOR ONDA SENOIDAL PURA 300W 12V/230VAC||927.00000|A||A|034100130|N|01
01090|002|000|INVERSOR ONDA SENOIDAL PURA 600W 12V/230VAC||1253.00000|A||A|034100140|N|01
01091|002|000|VARILLA DE COBRE DE Ø5/8"X1.50M|UND|10.00000|A||A|034100150|N|01
01092|002|000|MODULO MONOCRISTAL ISOFOTON 50W||322.00000|A||A|034100160|N|01
01093|002|000|MODULO MONOCRISTAL ISOFOTON 75W||474.95000|A||A|034100170|N|01
01094|002|000|MODULO MONOCRISTAL SHELLSOLAR 50W||330.00000|A||A|034100180|N|01
01095|002|000|MODULO MONOCRISTAL SHELLSOLAR 80W||450.00000|A||A|034100190|N|01
01096|002|000|CARGADOR UNIVERSAL DE PILAS||56.00000|A||A|034100200|N|01
01097|002|000|CURVA DE PVC ELECTRICA PESADA DE 1"||.56440|A||A|034110010|N|01
01098|002|000|CURVA DE PVC ELECTRICA PESADA DE 1/2"||.24730|A||A|034110020|N|01
01099|002|000|CURVA DE PVC ELECTRICA PESADA DE 1¼"||.65890|A||A|034110030|N|01
01100|002|000|CURVA DE PVC ELECTRICA PESADA DE 2"||.00000|A||A|034110040|N|01
01101|002|000|CURVA DE PVC ELECTRICA PESADA DE 3"||.00000|A||A|034110050|N|01
01102|002|000|CURVA DE PVC ELECTRICA PESADA DE 3/4"||.37060|A||A|034110060|N|01
01103|002|000|CURVA DE PVC ELECTRICA LIVIANA DE 3/4"||.15690|A||A|034110070|N|01
01104|002|000|CURVA DE PVC ELECTRICA LIVIANA DE 5/8"||.00000|A||A|034110080|N|01
01105|002|000|TUBO DE PVC ELECTRICO LIVIANO DE 3/4"X3M||.73750|A||A|034110110|N|01
01106|002|000|TUBO DE PVC ELECTRICO LIVIANO DE 5/8"X3M||.00000|A||A|034110120|N|01
01107|002|000|TUBO DE PVC ELECTRICO PESADO DE 1/2"X3M||1.11270|A||A|034110130|N|01
01108|002|000|TUBO DE PVC ELECTRICO PESADO DE 3/4"X3M||1.69850|A||A|034110140|N|01
01109|002|000|TUBO DE PVC PARA BAJANTE DE T/ALTO||.00000|A||A|034110160|N|01
01110|002|000|TUBO PVC  SAP DE 4" X 3 M ELECTRICO PESADO|UND|.00000|A||D|034110170|N|01
01111|002|000|CURVA DE PVC ELECTRICA LIVIANA DE 1"||.00000|A||A|034110180|N|01
01112|002|000|CURVA DE PVC ELECTRICA LIVIANA DE 1/2"||.18770|A||A|034110190|N|01
01113|002|000|CURVA DE PVC ELECTRICA LIVIANA DE 1½"||.00000|A||A|034110200|N|01
01114|002|000|CURVA DE PVC ELECTRICA PESADA DE 1½"||1.09740|A||A|034110210|N|01
01115|002|000|TUBO DE PVC ELECTRICO PESADO DE 1¼"X3M||4.38440|A||A|034110220|N|01
01116|002|000|TUBO DE PVC ELECTRICO PESADO DE 1½"x3M||3.40210|A||A|034110230|N|01
01117|002|000|TUBO DE PVC ELECTRICO PESADO DE 2"X3M||2.82290|A||A|034110240|N|01
01118|002|000|TUBO DE PVC ELECTRICO PESADO DE 1"X3M||1.81860|A||A|034110250|N|01
01119|002|000|TUBO DE PVC ELECTRICO LIVIANO DE 1/2"X3M||.37560|A||A|034110260|N|01
01120|002|000|TUBO DE PVC ELECTRICO PESADO DE 4"X3M                                                               ||.00000|A||A|034110270|N|01
01121|007|000|TUBO CORRUGADO METALICO FLEXIBEL DE 1 ½" PARA INSTALACION ELECTRICA||5.98000|A||A|034110280|N|01
01122|007|000|TUBO CORRUGADO METALICO FLEXIBLE DE 1" PARA INSTALACION ELECTRICA||4.86000|A||A|034110290|N|01
01123|007|000|TUBO CORRUGADO METALICO FLEXIBLE DE 2" PARA INSTALACION ELECTRICA||7.99000|A||A|034110300|N|01
01124|007|000|TUBO CORRUGADO METALICO FLEXIBLE DE 3/4" PARA INSTALACION ELECTRICA||3.66000|A||A|034110310|N|01
01125|002|000|CUCHARA DE ACERO INOXIDABLE SOPERA DE MESA||.78440|A||A|035010010|N|01
01126|002|000|CUCHARITA DE ACERO INOXIDABLE DE TE||.62710|A||A|035010020|N|01
01127|002|000|CUCHARITA DE PLASTICO DESCARTABLE||.10610|A||A|035010030|N|01
01128|002|000|CUCHARON DE ACERO INOXIDABLE X 1KG||12.40000|A||A|035010050|N|01
01129|002|000|CUCHARON DE PALO||3.13560|A||A|035010080|N|01
01130|002|000|CUCHARON DE ACERO INOXIDABLE X 1/4KG||2.82290|A||A|035010090|N|01
01131|002|000|CUCHILLO GRANDE MANGO DE MADERA DE 0.50M||5.01850|A||A|035010100|N|01
01132|002|000|CUCHILLO MEDIANO MANGO DE MADERA DE 0.30M||3.60700|A||A|035010110|N|01
01133|002|000|CUCHILLO DE MESA||.74280|A||A|035010120|N|01
01134|002|000|CUCHILLO PARA PAN Nº 07||2.03870|A||A|035010130|N|01
01135|002|000|ESPATULA PARA SARTEN TEFLON SET DE 03PZAS||7.05500|A||A|035010150|N|01
01136|002|000|JUEGO DE CUCHILLAS PARA PROCESADOR DE ALIMENTOS (6 UNIDADES)||26.53020|A||A|035010170|N|01
01137|002|000|TENEDOR PARA MESA||.78440|A||A|035010180|N|01
01138|002|000|CUCHARON DE ACERO INOXIDABLE X 2KG||1.50000|A||A|035010190|N|01
01139|002|000|PALETA DE MADERA GRANDE||1.59180|A||A|035010200|N|01
01140|002|000|CUCHARON DE ACERO INOXIDABLE 12CM X 0.55L||9.00000|A||A|035010210|N|01
01141|002|000|CUCHARON DE ACERO INOXIDABLE 10CM X 0.35L||7.00000|A||A|035010220|N|01
01142|002|000|ESPUMADERA GRANDE  DE ACERO INOXIDABLE||6.00000|A||A|035010230|N|01
01143|002|000|ASADERA DE ALUMINIO DE 50CM DIAMETRO||21.22420|A||A|035020020|N|01
01144|002|000|ASADERA ALUMINIO DE 55 X 40 CM||19.10170|A||A|035020030|N|01
01145|002|000|ASADERA DE TEFLON DE 30CM DIAMETRO||16.97930|A||A|035020060|N|01
01146|002|000|AZAFATE DE ALUMINIO DE 55 X 40 CM||14.11440|A||A|035020070|N|01
01147|002|000|BALDE DE ACERO QUIRURGICO CON TAPA  X 15 LITROS||47.75440|A||A|035020080|N|01
01148|002|000|BANDEJA DE ALUMINIO CIRCULAR, DIAMETRO 60 CM||20.38120|A||A|035020090|N|01
01149|002|000|BANDEJA PASTELERA  DE ALUMINIO 20 X 30 CM||15.91810|A||A|035020100|N|01
01150|002|000|COLADOR DE ACERO INOXIDABLE DE 0.40 CM||16.93210|A||A|035020110|N|01
01151|002|000|GAMELA CHAROLA DE ACERO QUIRURGICO CON PLATO Y TAZA METALICA (BANDEJA INDIVIDUAL)||26.53020|A||A|035020150|N|01
01152|002|000|MOLDE REDONDO DE ALUMINIO PARA HORNEAR, DIAMETRO 30 CM||8.48970|A||A|035020160|N|01
01153|002|000|OLLA A PRESION X 20 LITROS||95.82270|A||A|035020190|N|01
01154|002|000|OLLA DE ALUMINIO DE 40CM X 50L||58.36640|A||A|035020220|N|01
01155|002|000|OLLA DE ALUMINO 30CM X 14.1L||33.23700|A||A|035020240|N|01
01156|002|000|OLLA DE ALUMINO MEDIANA Nº 18||6.88980|A||A|035020250|N|01
01157|002|000|POSTRERA INDIVIDUAL DE ACERO INOXIDABLE||2.33470|A||A|035020280|N|01
01158|002|000|RALLADOR GRANDE DE ACERO INOXIDABLE||2.50920|A||A|035020290|N|01
01159|002|000|SARTEN DE ALUMINIO DE 45CM DE DIAMETRO(PLANO)||26.53020|A||A|035020310|N|01
01160|002|000|BANDEJA LISA DE 45 X 65 CM DE ALUMINIO Y ZINC||20.00000|A||A|035020350|N|01
01161|002|000|SARTEN ANTIADHERENTE 33CM DIAMETRO||24.93540|A||A|035020370|N|01
01162|002|000|OLLA ARROCERA CHATA DE 60 LT.                                                                       ||166.18510|A||A|035020380|N|01
01163|002|000|AZAFATE CIRCULAR DE ALUMINIO DE 30 CM DE DIAMETRO||15.00000|A||A|035020390|N|01
01164|002|000|BANDEJA DE PLASTICO / AZAFATE||3.00000|A||A|035020400|N|01
01165|002|000|OLLA DE ALUMINIO 32CM X 17.7L||27.00000|A||A|035020410|N|01
01166|002|000|OLLA DE ALUMINIO 40CM X 37.7L||50.00000|A||A|035020420|N|01
01167|002|000|OLLA DE ALUMINIO 36CM X 28.5L||45.00000|A||A|035020430|N|01
01168|002|000|TETERA DE ALUMINIO PULIDA CLASICA  X 8LITROS||10.00000|A||A|035020440|N|01
01169|002|000|OLLA DE ALUMINIO 60CM X 113.1L||150.00000|A||A|035020450|N|01
01170|002|000|OLLA DE ALUMINIO 50CM X 77.7L||180.00000|A||A|035020460|N|01
01171|002|000|JUEGO DE TAZA DE LOZA, 12 UNIDADES||11.76200|A||A|035030010|N|01
01172|002|000|PLATO HONDO DE LOZA Nº 09||.94120|A||A|035030030|N|01
01173|002|000|PLATO TENDIDO DE LOZA Nº 09||.94120|A||A|035030040|N|01
01174|002|000|POSTRERA DE VIDRIO||.62750|A||A|035030050|N|01
01175|002|000|VASO DE PLASTICO X 0.3L||.37140|A||A|035030060|N|01
01176|002|000|TAZA DE PLASTICO DE 250 CC CON IMPRESION||.00000|A||A|035030070|N|01
01177|002|000|VASO DE VIDRIO DE  200 ML||.80000|A||A|035030120|N|01
01178|002|000|VASO PLASTICO  DESCARTABLE X 200 ML.||.01590|A||A|035030130|N|01
01179|002|000|VASO DE PLASTICO COLOR BLANCO CON LOGO X 0.3L||.09000|A||A|035030190|N|01
01180|002|000|TAZAS DE ACERO INOXIDABLE PARA REFRESCO ||3.80000|A||A|035030200|N|01
01181|002|000|ABRELATA DE METAL TIPO MARIPOSA||6.90040|A||A|035040010|N|01
01182|002|000|ALCUSA DE MESA CON CUATRO FRASCOS DE VIDRIO TAPA METAL||5.01850|A||A|035040020|N|01
01183|002|000|AZUCARERA DE ACERO INOXIDABLE X 250GRS||1.37200|A||A|035040030|N|01
01184|002|000|BALDE DE LOZA CON TAPA DE 10 LITROS||15.91810|A||A|035040040|N|01
01185|002|000|BALDE DE PLASTICO CON TAPA Y ASA DE METAL X 10L||2.05880|A||A|035040050|N|01
01186|002|000|DESPENSERO DE PLASTICO DE 06 DIVISIONES DE 340 X 300 X 180 MM||16.31500|A||A|035040060|N|01
01187|002|000|ESCURRIDOR DE PLATOS DE PLASTICO DE 0.50MX0.40M||8.48970|A||A|035040070|N|01
01188|002|000|ESPATULA DE ACERO INOXIDABLE DE 4 PULGADA||3.76380|A||A|035040100|N|01
01189|002|000|ESPONJA METALICA||1.56870|A||A|035040110|N|01
01190|002|000|ESPONJA VERDE PARA VAJILLA||.72100|A||A|035040120|N|01
01191|002|000|EXPRIMIDOR DE NARANJA METALICO DE PALANCA||18.04050|A||A|035040130|N|01
01192|002|000|FOSFOROS CAJA X 40 PALITOS||.06260|A||A|035040140|N|01
01193|002|000|INDIVIDUALES DE PLASTICO PARA MESA DE 39X25.5CM||.26140|A||A|035040150|N|01
01194|002|000|JARRA DE PLASTICO DE 1 LITRO CON TAPA||.75260|A||A|035040180|N|01
01195|002|000|JARRA DE PLASTICO DE 4 L CON  TAPA||3.45000|A||A|035040190|N|01
01196|002|000|JARRA DE PLASTICO MEDIDORA X 1/2 L||.46990|A||A|035040200|N|01
01197|002|000|JARRA DE PLASTICO MEDIDORA X 1L||.94040|A||A|035040210|N|01
01198|002|000|JARRA DE PLASTICO MEDIDORA X 2L||1.09710|A||A|035040220|N|01
01199|002|000|JARRA DE VIDRIO POR 2 LITROS||6.88980|A||A|035040230|N|01
01200|002|000|PANERA DE PLASTICO CON TAPA||1.25500|A||A|035040270|N|01
01201|002|000|PELADOR METALICO DE PAPA MANGO DE MADERA||1.56830|A||A|035040280|N|01
01202|002|000|PINZA PARA CARNES||2.50920|A||A|035040300|N|01
01203|002|000|PINZA PARA VERDURAS||3.18360|A||A|035040310|N|01
01204|002|000|PRENSAPAPAS METALICO||7.83890|A||A|035040320|N|01
01205|002|000|SACACORCHO DE ACERO INOXIDABLE||1.09780|A||A|035040330|N|01
01206|002|000|SET DE COLADORES/ CERNIDORES  PARA COCINA  DE PLASTICO||1.25460|A||A|035040340|N|01
01207|002|000|TAPER TRANSPARENTE CON TAPA DE 1 KILO PARA MICROONDAS||.31370|A||A|035040360|N|01
01208|002|000|TERMO DE 2L||34.50180|A||A|035040380|N|01
01209|002|000|TABLA DE PICAR ACRILICA 40CMX25CM||5.01850|A||A|035040410|N|01
01210|002|000|TAPER TRANSPARENTE DE PLASTICO CUADRADO CON TAPA DE 0.5L||.37140|A||A|035040420|N|01
01211|002|000|FRUTERO PLASTICO DE 30 CM DIAMETRO||1.23890|A||A|035040430|N|01
01212|002|000|JARRA DE PLASTICO DE 2 LITROS||.84900|A||A|035040460|N|01
01213|002|000|DESPENSERO DE PLASTICO||2.22850|A||A|035040470|N|01
01214|002|000|BATIDOR MANUAL DE METAL LONGITUD39CM||2.85990|A||A|035040480|N|01
01215|002|000|TAZON DE ACERO ESMALTADO||7.00000|A||A|035040490|N|01
01216|002|000|TAZON DE ACERO INOXIDABLE 30CM X 7.5L||9.00000|A||A|035040500|N|01
01217|002|000|HERVIDOR ELECTRICO||36.00000|A||A|035040510|N|01
01218|002|000|RODILLO DE MADERA PARA COCINA||4.50000|A||A|035040530|N|01
01219|002|000|TAZON GRANDE DE ACERO INOXIDABLE 45CM X 20L||17.00000|A||A|035040540|N|01
01220|002|000|DISPENSADOR DE AGUA DE MESA||7.00000|A||A|035040560|N|01
01221|002|000|DETERGENTE EN POLVO, BOLSA X 15KG||17.71600|A||A|036010010|N|01
01222|002|000|DETERGENTE EN POLVO, BOLSA X 900G|UND|1.78730|A||A|036010020|N|01
01223|002|000|DETERGENTE LAVAVAJILLA POTE X 250G|UND|.50150|A||A|036010030|N|01
01224|002|000|DETERGENTE LAVAVAJILLA FRASCO X 550ML|UND|.87610|A||A|036010040|N|01
01225|002|000|DETERGENTE LAVAVAJILLA POTE X 225G|UND|.50150|A||A|036010050|N|01
01226|002|000|JABON BACTERICIDA X BARRA||.52620|A||A|036020010|N|01
01227|002|000|JABON DE TOCADOR X BARRA||.46980|A||A|036020020|N|01
01228|002|000|JABON EN BARRA X 500 GRAMOS||.50970|A||A|036020030|N|01
01229|002|000|JABON LIQUIDO PARA DISPENSADOR DE PARED SACHET 1000 ML||4.24450|A||A|036020050|S|01
01230|002|000|JABON SOLIDO DESINFECTANTE ANTIBACTERIAL||.46960|A||A|036020070|N|01
01231|002|000|JABON LIQUIDO DESINFECTANTE X LITRO||.00000|A||A|036020120|N|01
01232|002|000|JABON LIQUIDO DESINFECTANTE X GALON||.00000|A||A|036020130|S|01
01233|002|000|JABON LIQUIDO X 1LITRO||3.11170|A||A|036020160|S|01
01234|002|000|JABON LIQUIDO X 250ML||.89760|A||A|036020170|S|01
01235|002|000|PAÑO ABSORVENTE MULTIUSO||.77200|A||A|036030010|N|01
01236|002|000|PAPEL HIGIENICO COLOR BLANCO ROLLO||.23370|A||A|036030020|N|01
01237|002|000|PAPEL TOALLA PARA DISPENSADOR EN ROLLO||.27000|A||A|036030030|N|01
01238|002|000|PAÑUELOS DE PAPEL DOBLE PLIEGO X 110UND||2.17520|A||A|036030050|N|01
01239|002|000|SERVILLETAS PAQUETE X 400 UNIDADES||.48410|A||A|036030070|N|01
01240|002|000|PAPEL HIGIENICO COLOR BLANCO ROLLO JUMBO||2.08280|A||A|036030080|N|01
01241|002|000|PAPEL TOALLA DE 3 PLIEGUES PAQUETE X 250UND||2.31540|A||A|036030090|N|01
01242|002|000|DESODORANTE DE AMBIENTE EN SPRAY DE 440 ML||1.60260|A||A|036040010|N|01
01243|003|000|ACIDO MURIATICO||5.00770|A||A|036050010|N|01
01244|002|000|ACIDO MURIATICO X LITRO||1.18930|A||A|036050020|N|01
01245|002|000|CENTRIMIDE 15 % + CLORHEXIDINA 1.5 % X GALON||33.23940|A||A|036050030|S|01
01246|002|000|HIPOCLORITO DE SODIO 10% X GALON||2.48650|A||A|036050040|N|01
01247|002|000|CERA AL AGUA NEUTRAL BALDE X 3.785 LITROS||3.72670|A||A|036050050|N|01
01248|002|000|CRESO X 1LITRO||2.01090|A||A|036050060|N|01
01249|002|000|DESINFECTANTE LIQUIDO DE AMBIENTE X GALON||1.34530|A||A|036050070|N|01
01250|001|000|HIPOCLORITO DE CALCIO 33%||.91040|A||A|036050080|N|01
01251|001|000|HIPOCLORITO DE CALCIO 65%||4.35170|A||A|036050090|N|01
01252|002|000|HIP0CLORITO DE SODIO (LAVANDINA/LEJIA) P/DESINFECCION X GALON||3.25800|A||A|036050100|N|01
01253|002|000|LEJIA (HIPOCLORITO DE SODIO 5%) X GALON|UND|1.56440|A||A|036050110|N|01
01254|001|000|SODA CAUSTICA||.90740|A||A|036050120|N|01
01255|004|000|DESATORADOR LIQUIDO X 1L||1.18900|A||A|036050130|N|01
01256|004|000|DESINFECTANTE EN BASE A AMONIO CUATERNARIO Y/O GLUTARALDEHIDO||14.36710|A||A|036050140|N|01
01257|002|000|LIQUIDO PARA LIMPIEZA DE MUEBLES FORRO DE TELA X 250 ML||1.09510|A||A|036050150|N|01
01258|002|000|DESINFECTANTE LIQUIDO DE AMBIENTE  X 50ML PARA 4 LITROS||1.88900|A||A|036050170|N|01
01259|001|000|HIPOCLORITO DE CALCIO 70%||4.41990|A||A|036050200|N|01
01260|002|000|PASTILLA AROMATIZANTE PARA INODORO||.84900|A||A|036050250|N|01
01261|002|000|SOLUCION PARA ESTERILIZACION DE INSTRUMENTAL GLUTARALDEHIDO 2% X GALON||13.80920|A||A|036050270|N|01
